sp,sp_num,cell
mourmy,158,427
ingama,174,427
acaldi,193,427
acaldi,193,427
alchco,50,427
paligu,278,427
protte,4,427
hameax,222,427
hybapr,146,427
gar2in,62,427
heisco,43,427
talipr,172,427
taline,149,427
taline,149,427
taline,149,427
faraoc,126,427
hybapr,146,427
eugeoe,170,427
des2pa,157,427
des2pa,157,427
psycho,154,427
faraoc,126,427
tri2tu,7,427
des2pa,157,427
psycho,154,427
eugega,166,427
beilpe,9,427
xyl1ma,83,427
guargu,10,427
micone,243,427
zantp1,84,427
guargu,10,427
apeiti,40,427
jac1co,27,427
jac1co,27,427
apeime,30,427
jac1co,27,427
hameax,222,427
zantp1,84,427
alchco,50,427
zantp1,84,427
hameax,222,427
psycma,225,427
stylst,171,427
tremin,275,427
luehse,15,427
eugega,166,427
jac1co,27,427
alchco,50,427
apeime,30,427
luehse,15,427
guargr,107,427
hybapr,146,427
faraoc,126,427
tremin,275,427
mourmy,158,427
annosp,137,427
des2pa,157,427
paligu,278,427
jac1co,27,427
hameax,222,427
psycho,154,427
zantp1,84,427
psycho,154,427
turpoc,104,427
apeime,30,427
laciag,163,427
hameax,222,427
unonpi,76,427
quaras,3,427
ingama,174,427
turpoc,104,427
swars1,21,427
paligu,278,427
tri2tu,7,427
micoar,120,427
des2pa,157,427
mourmy,158,427
caseac,162,427
hybapr,146,427
faraoc,126,427
des2pa,157,427
hybapr,146,427
turpoc,104,427
luehse,15,427
jac1co,27,427
hameax,222,427
hameax,222,427
beilpe,9,427
cecrlo,284,427
cappfr,160,427
eugeoe,170,427
mourmy,158,427
eugeoe,170,427
caseac,162,427
ingama,174,427
hampap,231,427
pipeco,240,427
des2pa,157,427
talipr,172,427
psycho,154,427
faraoc,126,427
faraoc,126,427
faraoc,126,427
alsebl,14,427
faraoc,126,427
psycho,154,427
guargu,10,427
urerba,285,427
cecrin,101,427
hybapr,146,427
hybapr,146,427
faraoc,126,427
faraoc,126,427
hybapr,146,427
faraoc,126,427
faraoc,126,427
cappfr,160,427
faraoc,126,427
tri2tu,7,427
faraoc,126,427
tri2tu,7,427
faraoc,126,427
cappfr,160,427
faraoc,126,427
faraoc,126,427
eugega,166,427
tremmi,280,427
tremin,275,427
tremin,275,427
cecrin,101,427
tri2tu,7,427
cecrin,101,427
cupasy,124,427
hirttr,16,427
crotbi,239,427
tremmi,280,427
zantbe,79,427
faraoc,126,427
faraoc,126,427
faraoc,126,427
hybapr,146,427
tri2tu,7,427
tri2tu,7,427
swars1,21,427
swars2,139,427
hybapr,146,427
eugega,166,427
tri2tu,7,427
cappfr,160,427
hybapr,146,427
soroaf,150,427
swars1,21,427
des2pa,157,427
coccco,134,427
tri2tu,7,427
psycma,225,427
faraoc,126,427
protpa,144,427
hybapr,146,427
hameax,222,427
taline,149,427
mourmy,158,427
faraoc,126,427
faraoc,126,427
psycho,154,427
swars1,21,427
randar,75,427
tri2pa,114,427
psycho,154,427
des2pa,157,427
hybapr,146,427
des2pa,157,428
hybapr,146,428
hirttr,16,428
swars1,21,428
virose,57,428
pterro,73,428
tri2tu,7,428
hybapr,146,428
faraoc,126,428
swars1,21,428
poutre,23,428
eugeoe,170,428
hirttr,16,428
cappfr,160,428
psycho,154,428
pri2co,19,428
eugeoe,170,428
faraoc,126,428
eugeoe,170,428
faraoc,126,428
hybapr,146,428
laciag,163,428
des2pa,157,428
cappfr,160,428
eugeoe,170,428
eugeoe,170,428
heisco,43,428
hirttr,16,428
drypst,35,428
hybapr,146,428
alibed,169,428
hybapr,146,428
eugeoe,170,428
poutre,23,428
faraoc,126,428
hybapr,146,428
cassel,95,428
faraoc,126,428
xyl1ma,83,428
faraoc,126,428
hybapr,146,428
hybapr,146,428
faraoc,126,428
tri2tu,7,428
randar,75,428
pri2co,19,428
chr2ca,33,428
tri2tu,7,428
beilpe,9,428
poutre,23,428
faraoc,126,428
faraoc,126,428
hybapr,146,428
faraoc,126,428
tri2tu,7,428
faraoc,126,428
psycho,154,428
faraoc,126,428
faraoc,126,428
hybapr,146,428
gar2in,62,428
swars2,139,428
faraoc,126,428
hybapr,146,428
tri2tu,7,428
eugega,166,428
eugeoe,170,428
drypst,35,428
mourmy,158,428
eugeoe,170,428
guetfo,54,428
guarsp,168,428
faraoc,126,428
xyl1ma,83,428
hybapr,146,428
cappfr,160,428
hybapr,146,428
faraoc,126,428
faraoc,126,428
faraoc,126,428
faraoc,126,428
faraoc,126,428
hybapr,146,428
tet2pa,25,428
des2pa,157,428
maquco,161,428
swars1,21,428
simaam,39,428
xyl1ma,83,428
poutre,23,428
des2pa,157,428
mourmy,158,428
herrpu,165,428
calolo,45,428
ingaum,188,428
xyl1ma,83,428
cou2cu,164,428
psycho,154,428
eugeoe,170,428
ouralu,156,428
talipr,172,428
faraoc,126,428
cappfr,160,428
faraoc,126,428
heisco,43,428
eugeoe,170,428
hybapr,146,428
hybapr,146,428
eugene,18,428
hybapr,146,428
eugeoe,170,428
tri2tu,7,428
eugeco,85,428
eugeoe,170,428
eugeoe,170,428
drypst,35,428
mourmy,158,428
annoac,147,428
mourmy,158,428
paligu,278,428
hybapr,146,428
cou2cu,164,428
hybapr,146,428
protte,4,428
tachve,115,428
cou2cu,164,428
eugega,166,428
eugeoe,170,428
eugene,18,428
eugeoe,170,428
faraoc,126,428
faraoc,126,428
tachve,115,428
stylst,171,428
alibed,169,428
hybapr,146,428
alsebl,14,428
swars2,139,428
mourmy,158,428
eugene,18,428
eugeoe,170,428
simaam,39,428
hybapr,146,428
hybapr,146,428
faraoc,126,428
cappfr,160,428
ingas1,153,428
faraoc,126,428
des2pa,157,428
eugeoe,170,428
tachve,115,428
protpa,144,428
des2pa,157,428
faraoc,126,428
hybapr,146,428
xyl1ma,83,428
faraoc,126,428
faraoc,126,428
xyl1ma,83,428
eugeoe,170,428
mourmy,158,428
xyl1ma,83,428
caseac,162,428
faraoc,126,428
faraoc,126,428
eugeoe,170,428
swars1,21,428
hybapr,146,428
des2pa,157,428
tet2pa,25,428
tachve,115,428
gar2in,62,428
tachve,115,428
tropra,70,428
faraoc,126,428
randar,75,428
acaldi,193,428
andiin,99,428
calolo,45,428
hybapr,146,428
psycho,154,428
hybapr,146,428
swars1,21,428
talipr,172,428
eugene,18,428
beilpe,9,428
faraoc,126,428
poutre,23,428
des2pa,157,428
xyl1ma,83,428
faraoc,126,428
des2pa,157,428
gar2in,62,428
hybapr,146,428
pri2co,19,428
faraoc,126,428
hybapr,146,428
hybapr,146,428
hybapr,146,428
swars1,21,428
cappfr,160,428
hybapr,146,428
pri2co,19,428
faraoc,126,428
gar2in,62,428
andiin,99,428
ingaqu,167,428
drypst,35,428
faraoc,126,428
tet2pa,25,428
faraoc,126,428
faraoc,126,428
swars1,21,428
oenoma,148,428
coccco,134,428
hybapr,146,428
poutst,41,428
guargu,10,428
quaras,3,428
tri2tu,7,428
tri2tu,7,428
des2pa,157,428
mourmy,158,428
cappfr,160,428
hybapr,146,428
psycma,225,428
faraoc,126,428
zantbe,79,428
hybapr,146,428
swars1,21,428
aspicr,60,428
faraoc,126,428
alsebl,14,428
eugeoe,170,428
hybapr,146,428
faraoc,126,428
maquco,161,428
psycho,154,428
swars1,21,428
hybapr,146,428
gar2in,62,428
cupasy,124,428
tri2tu,7,428
ocotce,106,428
ingaqu,167,428
faraoc,126,428
xyl1ma,83,428
swars1,21,428
cappfr,160,428
faraoc,126,429
paligu,278,429
paligu,278,429
soroaf,150,429
des2pa,157,429
faraoc,126,429
hybapr,146,429
faraoc,126,429
tab2ar,26,429
tri2tu,7,429
hybapr,146,429
alibed,169,429
faraoc,126,429
cappfr,160,429
sponra,20,429
tri2tu,7,429
mourmy,158,429
sennda,242,429
hybapr,146,429
crotbi,239,429
hybapr,146,429
faraoc,126,429
hybapr,146,429
hybapr,146,429
faraoc,126,429
andiin,99,429
faraoc,126,429
faraoc,126,429
tet2pa,25,429
eugega,166,429
xyl1ma,83,429
faraoc,126,429
tet2pa,25,429
crotbi,239,429
crotbi,239,429
eugeoe,170,429
ocotpu,121,429
hybapr,146,429
ingama,174,429
hybapr,146,429
acaldi,193,429
acaldi,193,429
apeiti,40,429
cecrin,101,429
gar2in,62,429
coccco,134,429
protte,4,429
gar2in,62,429
chr2ar,28,429
tri2tu,7,429
psidfr,98,429
cordla,132,429
alsebl,14,429
alsebl,14,429
paligu,278,429
talipr,172,429
hybapr,146,429
stylst,171,429
mourmy,158,429
faraoc,126,429
des2pa,157,429
faraoc,126,429
ingasp,97,429
paligu,278,429
alsebl,14,429
faraoc,126,429
faraoc,126,429
alsebl,14,429
casear,65,429
faraoc,126,429
caseac,162,429
quaras,3,429
faraoc,126,429
des2pa,157,429
cupasy,124,429
eugeoe,170,429
faraoc,126,429
drypst,35,429
eugene,18,429
swars1,21,429
pterro,73,429
soroaf,150,429
psycho,154,429
swars2,139,429
faraoc,126,429
faraoc,126,429
pri2co,19,429
mourmy,158,429
soroaf,150,429
tri2tu,7,429
tri2tu,7,429
alsebl,14,429
faraoc,126,429
swars1,21,429
hybapr,146,429
virose,57,429
tri2tu,7,429
faraoc,126,429
hybapr,146,429
gustsu,1,429
guapst,22,429
gustsu,1,429
alsebl,14,429
hybapr,146,429
hybapr,146,429
des2pa,157,429
hybapr,146,429
faraoc,126,429
faraoc,126,429
faraoc,126,429
hybapr,146,429
hybapr,146,429
randar,75,429
hybapr,146,429
hybapr,146,429
psycho,154,429
hybapr,146,429
hybapr,146,429
faraoc,126,429
ingama,174,429
talipr,172,429
faraoc,126,429
hybapr,146,429
eugene,18,429
eugeoe,170,429
des2pa,157,429
guetfo,54,429
xyl1ma,83,429
faraoc,126,429
acaldi,193,429
crotbi,239,429
crotbi,239,429
hybapr,146,429
taline,149,429
des2pa,157,429
faraoc,126,429
faraoc,126,429
tet2pa,25,429
swars1,21,429
faraoc,126,429
faraoc,126,429
psycho,154,429
faraoc,126,429
des2pa,157,429
des2pa,157,429
faraoc,126,429
pri2co,19,429
mourmy,158,429
cassel,95,429
faraoc,126,429
tri2tu,7,429
faraoc,126,429
faraoc,126,429
des2pa,157,429
des2pa,157,429
eugega,166,429
eugene,18,429
des2pa,157,429
des2pa,157,429
guatdu,71,429
faraoc,126,429
ery2pa,199,429
faraoc,126,429
faraoc,126,429
hybapr,146,429
eugeoe,170,429
faraoc,126,429
tachve,115,429
poutre,23,429
des2pa,157,429
faraoc,126,429
mourmy,158,429
tri2tu,7,429
protpa,144,429
tri2tu,7,429
des2pa,157,429
faraoc,126,429
mourmy,158,429
tet2pa,25,429
des2pa,157,429
tab2ar,26,429
virose,57,429
tri2tu,7,429
gar2in,62,429
protte,4,429
tet2pa,25,429
tet2pa,25,429
mourmy,158,429
tet2pa,25,429
ocotce,106,429
hybapr,146,429
ery2pa,199,429
gar2in,62,429
faraoc,126,429
hybapr,146,429
cordal,44,429
swars1,21,429
tachve,115,429
hybapr,146,429
hybapr,146,429
ocotpu,121,429
psycho,154,429
crotbi,239,429
tachve,115,429
protte,4,430
ouralu,156,430
hybapr,146,430
cassel,95,430
swars1,21,430
tet2pa,25,430
eugega,166,430
ingago,133,430
drypst,35,430
eugene,18,430
maquco,161,430
gar2in,62,430
drypst,35,430
tri2tu,7,430
hybapr,146,430
acaldi,193,430
faraoc,126,430
alsebl,14,430
psycho,154,430
tet2pa,25,430
taline,149,430
hybapr,146,430
hybapr,146,430
hybapr,146,430
eugeoe,170,430
picrla,159,430
tri2tu,7,430
faraoc,126,430
des2pa,157,430
swars2,139,430
alsebl,14,430
faraoc,126,430
quaras,3,430
faraoc,126,430
alsebl,14,430
ingaum,188,430
des2pa,157,430
tet2pa,25,430
des2pa,157,430
gar2in,62,430
tet2pa,25,430
drypst,35,430
faraoc,126,430
tab2ar,26,430
swars2,139,430
des2pa,157,430
protte,4,430
poutre,23,430
ingama,174,430
eugene,18,430
hybapr,146,430
faraoc,126,430
maquco,161,430
des2pa,157,430
faraoc,126,430
faraoc,126,430
eugega,166,430
faraoc,126,430
faraoc,126,430
eugene,18,430
tet2pa,25,430
quaras,3,430
des2pa,157,430
alsebl,14,430
hybapr,146,430
alsebl,14,430
oenoma,148,430
faraoc,126,430
protte,4,430
alsebl,14,430
quaras,3,430
eugeco,85,430
caseac,162,430
hirttr,16,430
faraoc,126,430
cappfr,160,430
cappfr,160,430
mourmy,158,430
faraoc,126,430
swars1,21,430
hybapr,146,430
eugeco,85,430
tri2tu,7,430
hybapr,146,430
protpa,144,430
mourmy,158,430
des2pa,157,430
xyl1ma,83,430
hybapr,146,430
des2pa,157,430
alsebl,14,430
laciag,163,430
ouralu,156,430
des2pa,157,430
des2pa,157,430
eugene,18,430
cupasy,124,430
maquco,161,430
hirttr,16,430
hirttr,16,430
pri2co,19,430
tet2pa,25,430
ingaqu,167,430
faraoc,126,430
cordla,132,430
faraoc,126,430
mourmy,158,430
faraoc,126,430
talipr,172,430
faraoc,126,430
taline,149,430
hybapr,146,430
drypst,35,430
hybapr,146,430
soroaf,150,430
brosal,5,430
tachve,115,430
des2pa,157,430
tab2ar,26,430
cappfr,160,430
faraoc,126,430
mourmy,158,430
taline,149,430
mourmy,158,430
alsebl,14,430
quaras,3,430
faraoc,126,430
faraoc,126,430
tri2tu,7,430
tri2tu,7,430
crotbi,239,430
alsebl,14,430
faraoc,126,430
guazul,12,430
cordal,44,430
hybapr,146,430
faraoc,126,430
faraoc,126,430
faraoc,126,430
mourmy,158,430
hybapr,146,430
mourmy,158,430
des2pa,157,430
drypst,35,430
eugene,18,430
tab1ro,52,430
xyl1ma,83,430
ingama,174,430
drypst,35,430
ingama,174,430
swars1,21,430
myrcga,200,430
des2pa,157,430
pterro,73,430
ingape,186,430
tab2ar,26,430
protte,4,430
psycho,154,430
des2pa,157,430
hybapr,146,430
des2pa,157,430
cordla,132,430
swars1,21,430
protte,4,430
faraoc,126,430
mourmy,158,430
crotbi,239,430
faraoc,126,430
gar2in,62,430
alsebl,14,430
eugega,166,430
des2pa,157,430
alsebl,14,430
hybapr,146,430
herrpu,165,430
des2pa,157,430
taline,149,430
hybapr,146,430
faraoc,126,430
eugega,166,430
tet2pa,25,430
faraoc,126,430
hybapr,146,430
tet2pa,25,430
eugeoe,170,430
hybapr,146,430
poutre,23,430
mourmy,158,430
alsebl,14,430
eugeoe,170,430
hybapr,146,430
mourmy,158,430
des2pa,157,430
alsebl,14,430
ingape,186,430
cecrin,101,430
hirttr,16,430
ingas1,153,430
gar2in,62,430
acaldi,193,430
nectgl,108,430
cordla,132,430
swars1,21,430
acaldi,193,430
cappfr,160,430
hybapr,146,430
protte,4,430
des2pa,157,430
taline,149,430
des2pa,157,430
des2pa,157,430
hirttr,16,430
caseac,162,430
hybapr,146,430
faraoc,126,430
posola,37,430
simaam,39,430
talipr,172,430
protpa,144,430
eugene,18,430
faraoc,126,430
faraoc,126,430
mourmy,158,430
faraoc,126,430
des2pa,157,430
hybapr,146,430
cupasy,124,430
mourmy,158,430
faraoc,126,430
mourmy,158,430
xyl1ma,83,430
faraoc,126,430
swars2,139,430
tri2tu,7,430
gar2in,62,430
faraoc,126,430
eugeoe,170,430
coccco,134,430
cestme,216,430
alsebl,14,430
faraoc,126,430
faraoc,126,430
faraoc,126,430
mourmy,158,430
ouralu,156,430
tet2pa,25,430
simaam,39,430
protte,4,430
protte,4,430
mourmy,158,430
des2pa,157,430
des2pa,157,430
mourmy,158,430
simaam,39,430
hirttr,16,430
hybapr,146,430
des2pa,157,430
des2pa,157,430
eugene,18,430
faraoc,126,430
des2pa,157,430
swars2,139,430
des2pa,157,430
faraoc,126,430
mourmy,158,430
hybapr,146,430
faraoc,126,430
ingama,174,430
turpoc,104,430
tet2pa,25,430
swars1,21,430
mourmy,158,430
quaras,3,431
hybapr,146,431
faraoc,126,431
faraoc,126,431
faraoc,126,431
alsebl,14,431
ingaqu,167,431
faraoc,126,431
faraoc,126,431
tri2tu,7,431
talipr,172,431
drypst,35,431
cappfr,160,431
cappfr,160,431
mourmy,158,431
hybapr,146,431
des2pa,157,431
des2pa,157,431
faraoc,126,431
gar2in,62,431
faraoc,126,431
faraoc,126,431
herrpu,165,431
faraoc,126,431
maquco,161,431
faraoc,126,431
tachve,115,431
protte,4,431
cappfr,160,431
swars1,21,431
faraoc,126,431
guatdu,71,431
picrla,159,431
protte,4,431
annoac,147,431
cappfr,160,431
faraoc,126,431
faraoc,126,431
faraoc,126,431
eugega,166,431
des2pa,157,431
swars1,21,431
gar2in,62,431
des2pa,157,431
faraoc,126,431
brosal,5,431
gar2in,62,431
gar2in,62,431
quaras,3,431
faraoc,126,431
faraoc,126,431
faraoc,126,431
drypst,35,431
tri2tu,7,431
faraoc,126,431
des2pa,157,431
gar2in,62,431
des2pa,157,431
allops,53,431
beilpe,9,431
ingama,174,431
faraoc,126,431
brosal,5,431
drypst,35,431
tri2tu,7,431
celtsc,142,431
faraoc,126,431
phoeci,92,431
gar2in,62,431
tri2tu,7,431
faraoc,126,431
cappfr,160,431
faraoc,126,431
hybapr,146,431
nectpu,181,431
faraoc,126,431
faraoc,126,431
tri2tu,7,431
faraoc,126,431
hybapr,146,431
eugega,166,431
alsebl,14,431
quaras,3,431
faraoc,126,431
des2pa,157,431
des2pa,157,431
soroaf,150,431
hirttr,16,431
quaras,3,431
faraoc,126,431
caseac,162,431
tri2tu,7,431
faraoc,126,431
faraoc,126,431
faraoc,126,431
faraoc,126,431
cappfr,160,431
protte,4,431
des2pa,157,431
faraoc,126,431
faraoc,126,431
maquco,161,431
quaras,3,431
hybapr,146,431
faraoc,126,431
ingas1,153,431
chr2ar,28,431
ingas1,153,431
protte,4,431
xyl1ma,83,431
des2pa,157,431
cappfr,160,431
ingas1,153,431
tet2pa,25,431
faraoc,126,431
tropra,70,431
brosal,5,431
des2pa,157,431
hybapr,146,431
des2pa,157,431
des2pa,157,431
protte,4,431
faraoc,126,431
quaras,3,431
tri2tu,7,431
brosal,5,431
tachve,115,431
protpa,144,431
gar2in,62,431
gar2in,62,431
des2pa,157,431
loncla,88,431
cou2cu,164,431
faraoc,126,431
des2pa,157,431
gar2in,62,431
aspicr,60,431
faraoc,126,431
soroaf,150,431
des2pa,157,431
protte,4,431
mourmy,158,431
maquco,161,431
faraoc,126,431
des2pa,157,431
faraoc,126,431
faraoc,126,431
hybapr,146,431
hirttr,16,431
des2pa,157,431
des2pa,157,431
tet2pa,25,431
faraoc,126,431
hybapr,146,431
des2pa,157,431
swars1,21,431
des2pa,157,431
tab2ar,26,431
eugega,166,431
ormocr,109,431
hybapr,146,431
des2pa,157,431
des2pa,157,431
faraoc,126,431
beilpe,9,431
tri2tu,7,431
faraoc,126,431
cupasy,124,431
cappfr,160,431
protco,175,431
des2pa,157,431
faraoc,126,431
faraoc,126,431
faraoc,126,431
beilpe,9,431
eugeoe,170,431
faraoc,126,431
faraoc,126,431
ingaqu,167,431
tab2ar,26,431
swars1,21,431
protte,4,431
des2pa,157,431
ceibpe,69,431
protte,4,431
tri2tu,7,431
tri2tu,7,431
aspicr,60,431
faraoc,126,431
brosal,5,431
faraoc,126,431
protte,4,431
des2pa,157,431
xyl1ma,83,431
alibed,169,431
eugega,166,432
mourmy,158,432
taline,149,432
guargu,10,432
xyl1ma,83,432
cecrin,101,432
sloate,13,432
ingas1,153,432
alsebl,14,432
acaldi,193,432
mourmy,158,432
acaldi,193,432
des2pa,157,432
ormocr,109,432
swars1,21,432
faraoc,126,432
cappfr,160,432
faraoc,126,432
des2pa,157,432
alsebl,14,432
swars1,21,432
cassel,95,432
coccma,177,432
hybapr,146,432
faraoc,126,432
heisco,43,432
cassel,95,432
gar2in,62,432
eugega,166,432
pentma,173,432
eugega,166,432
guapst,22,432
mourmy,158,432
mourmy,158,432
eugega,166,432
gar2in,62,432
faraoc,126,432
des2pa,157,432
alsebl,14,432
beilpe,9,432
drypst,35,432
gar2in,62,432
faraoc,126,432
gar2in,62,432
gar2in,62,432
andiin,99,432
gar2in,62,432
protte,4,432
quaras,3,432
des2pa,157,432
gar2in,62,432
des2pa,157,432
ocotob,213,432
maquco,161,432
faraoc,126,432
heisco,43,432
faraoc,126,432
guetfo,54,432
faraoc,126,432
tri2tu,7,432
faraoc,126,432
tri2tu,7,432
beilpe,9,432
faraoc,126,432
aspicr,60,432
tachve,115,432
virose,57,432
hybapr,146,432
faraoc,126,432
faraoc,126,432
des2pa,157,432
eugega,166,432
protte,4,432
faraoc,126,432
cappfr,160,432
hybapr,146,432
eugega,166,432
heisco,43,432
faraoc,126,432
des2pa,157,432
des2pa,157,432
faraoc,126,432
tri2tu,7,432
gar2in,62,432
tri2tu,7,432
eugega,166,432
gar2in,62,432
des2pa,157,432
faraoc,126,432
virose,57,432
faraoc,126,432
hybapr,146,432
swars1,21,432
faraoc,126,432
cappfr,160,432
swars1,21,432
eugega,166,432
faraoc,126,432
protte,4,432
gar2in,62,432
hybapr,146,432
drypst,35,432
des2pa,157,432
eugega,166,432
cappfr,160,432
gar2in,62,432
faraoc,126,432
swars1,21,432
quaras,3,432
eugega,166,432
poutre,23,432
des2pa,157,432
cupasy,124,432
eugega,166,432
laciag,163,432
des2pa,157,432
alsebl,14,432
gar2in,62,432
eugega,166,432
faraoc,126,432
hybapr,146,432
ormocr,109,432
quaras,3,432
faraoc,126,432
tet2pa,25,432
alsebl,14,432
des2pa,157,432
drypst,35,432
alsebl,14,432
guatdu,71,432
hirttr,16,432
tri2tu,7,432
quaras,3,432
des2pa,157,432
eugega,166,432
mourmy,158,432
hybapr,146,432
eugega,166,432
protte,4,432
eugega,166,432
eugega,166,432
faraoc,126,432
des2pa,157,432
tri2tu,7,432
hybapr,146,432
des2pa,157,432
faraoc,126,432
des2pa,157,432
eugega,166,432
acaldi,193,432
hybapr,146,432
hybapr,146,432
cupasy,124,432
protte,4,432
protte,4,432
guatdu,71,432
caseac,162,432
pterro,73,432
hybapr,146,432
faraoc,126,432
hybapr,146,432
caseac,162,432
zantp1,84,432
picrla,159,432
des2pa,157,432
swars2,139,432
protpa,144,432
soroaf,150,432
hybapr,146,432
faraoc,126,432
hybapr,146,432
faraoc,126,432
heisac,183,432
hybapr,146,432
faraoc,126,432
hybapr,146,432
faraoc,126,432
ingaqu,167,432
hybapr,146,432
hybapr,146,432
hybapr,146,432
hirttr,16,432
ery2ma,194,432
cappfr,160,432
alsebl,14,432
quaras,3,432
des2pa,157,432
zantpr,129,432
tri2tu,7,432
ingago,133,432
protpa,144,432
protco,175,432
soroaf,150,432
taline,149,432
loncla,88,433
alsebl,14,433
ocotwh,74,433
talipr,172,433
tri2tu,7,433
des2pa,157,433
tri2tu,7,433
hybapr,146,433
tet2pa,25,433
tachve,115,433
hybapr,146,433
mourmy,158,433
oenoma,148,433
tri2tu,7,433
calolo,45,433
oenoma,148,433
entesc,227,433
alsebl,14,433
hybapr,146,433
hybapr,146,433
mourmy,158,433
ormocr,109,433
des2pa,157,433
des2pa,157,433
